epoch,accuracy,loss,val_accuracy,val_loss
55,0.9326429,0.17070032998280865,0.9315714240074158,0.1592296979680125
30,0.8767143,0.2785848537853786,0.9279999732971191,0.20336466419696808
56,0.93485713,0.16694027186823743,0.9798571467399597,0.08017376632243395
31,0.8805714,0.2767483012846538,0.9767143130302429,0.14587286418250628
57,0.9357143,0.16337421314737627,0.9915000200271606,0.05328859806220446
32,0.8857143,0.2645673892923764,0.9642142653465271,0.15504905295159135
58,0.9390714,0.15441281789434808,0.9934285879135132,0.047096213901149375
33,0.88507146,0.26846989778322833,0.9259999990463257,0.19427916157032762
59,0.94214284,0.15507825200312905,0.9777143001556396,0.07962468673501696
34,0.8897857,0.258155810632876,0.9740714430809021,0.13267230567336083
60,0.9424286,0.15066771264959658,0.9936428666114807,0.04867208820049252
35,0.8954286,0.25344816872051784,0.9804285764694214,0.12946591888155257
61,0.93814284,0.1587655126793044,0.9912857413291931,0.05263988512594785
36,0.89514285,0.25097140287075725,0.9536428451538086,0.1617131161051137
62,0.9422857,0.15400693233417614,0.9142857193946838,0.19172374397250158
37,0.90342855,0.2328337679037026,0.9480000138282776,0.16054007209198815
63,0.94785714,0.13977654270934206,0.9841428399085999,0.06509720692437675
38,0.9035714,0.2314547200500965,0.9843571186065674,0.10436670290146555
64,0.94857144,0.1392449593549328,0.9739999771118164,0.08427267946462547
39,0.90828574,0.22386493975136962,0.9824285507202148,0.10885857059700148
65,0.9442857,0.14644592783493654,0.9860714077949524,0.05857933498466653
40,0.91057146,0.22055728064477445,0.8577142953872681,0.28477349895877496
66,0.9467143,0.14057403993766224,0.9963571429252625,0.034509081490870036
41,0.9087857,0.22035614082642965,0.9595000147819519,0.13186322961534772
67,0.95342857,0.12617662647313305,0.9534285664558411,0.1197847074658743
42,0.91492856,0.2116128181729998,0.9201428294181824,0.18198014420803105
68,0.94935715,0.13344400225420083,0.9954285621643066,0.03307499777605491
43,0.9160714,0.21489740426625525,0.9735714197158813,0.10954493541164058
69,0.95014286,0.131162826867375,0.9957857131958008,0.03344379367759185
44,0.9179286,0.20959639505403382,0.9728571176528931,0.11152957882412842
70,0.9517143,0.12863666801553753,0.9955000281333923,0.03305163498728403
45,0.9187143,0.20625845257725034,0.9795714020729065,0.09211116546924625
71,0.95092857,0.13292529727970914,0.9627143144607544,0.10053689415380358
46,0.923,0.19562394709033626,0.9752143025398254,0.10337018138063805
72,0.95292854,0.1262891066223383,0.9927856922149658,0.035542936642787286
47,0.91735715,0.19863237813860177,0.8924285769462585,0.24210306759391512
73,0.9564286,0.120391260012186,0.9646428823471069,0.10095217607582786
0,0.49864286,0.7219270385333469,0.5691428780555725,0.6773768219266619
48,0.92535716,0.19075799507328442,0.951714277267456,0.13620248597647464
74,0.95521426,0.1219377719390073,0.994357168674469,0.03189361133147031
75,0.957,0.11828209637065551,0.9959999918937683,0.027259107379774963
49,0.92792857,0.1818440998632993,0.9835000038146973,0.0849329218417406
76,0.9603571,0.11108173012068229,0.9967142939567566,0.02568261844132628
50,0.9295,0.176414585302983,0.9509999752044678,0.13518839574232697
51,0.9284286,0.18099344285683971,0.9811428785324097,0.08516208704241685
77,0.95678574,0.11732957886771432,0.9959999918937683,0.02485696841204273
78,0.96164286,0.10169975826623184,0.966785728931427,0.08831815241330436
52,0.933,0.17248598159423897,0.9820713996887207,0.07398461781388947
53,0.93457144,0.16859381150720376,0.9308571219444275,0.18163597739594323
79,0.95835716,0.11297339123926525,0.9851428866386414,0.05183183756217893
54,0.9369286,0.16123406793283565,0.9859285950660706,0.07066820866827454
80,0.9631429,0.10246403902649347,0.996071457862854,0.02507466786328171
55,0.936,0.165028191487704,0.9838571548461914,0.07335873872520668
81,0.9637857,0.09990344956078168,0.99657142162323,0.02194721535699708
56,0.9372143,0.1614957103867616,0.9778571724891663,0.08103279951640538
82,0.965,0.09905457079623427,0.9821428656578064,0.057181284657546454
83,0.9652143,0.10062071343524648,0.993071436882019,0.030860392991519933
57,0.9382143,0.1581951520432319,0.9189285635948181,0.18824643056201085
84,0.966,0.0946541101474847,0.9940000176429749,0.027063778732637208
58,0.9408572,0.1547305768802762,0.9883571267127991,0.0583963597102889
85,0.9655,0.100621177041504,0.9946428537368774,0.02595337844320706
59,0.94064283,0.1558965670439814,0.9625714421272278,0.11667254606687597
86,0.96692854,0.09161912546014148,0.9959999918937683,0.02233936191163957
60,0.9408572,0.1554475117182093,0.873285710811615,0.307677567231868
61,0.94442856,0.15035102954400437,0.9659285545349121,0.10282116017703499
87,0.9662143,0.09234263854034777,0.996999979019165,0.018145470034597176
62,0.94385713,0.14826148597363914,0.9915000200271606,0.049546430099755526
88,0.9660714,0.09012312492615145,0.9969285726547241,0.018802563521877997
63,0.94535714,0.14351122233484473,0.9940714240074158,0.0399916319506509
89,0.96914285,0.09067578947091741,0.9934999942779541,0.025335130517504044
90,0.97014284,0.08648460872165327,0.9939285516738892,0.024181357790183808
64,0.94685715,0.14022825345184123,0.9432142972946167,0.14756111303770117
91,0.96864283,0.08471717901953629,0.9815000295639038,0.058121361612475345
65,0.94621426,0.14330863302413907,0.9875714182853699,0.059841270611222304
66,0.9472143,0.14308809314242432,0.9857142567634583,0.06412864100001753
92,0.9689286,0.08134818059046353,0.9979285597801208,0.014384333057528629
67,0.9515,0.1321502495620932,0.9916428327560425,0.04558656937203237
93,0.96992856,0.08373361070188029,0.9950000047683716,0.020260122049999024
68,0.9540714,0.12360680566994207,0.9955714344978333,0.037703216674604585
94,0.9737143,0.07531486096964883,0.9942142963409424,0.025634348610016917
69,0.9557857,0.12631558399248335,0.9944999814033508,0.03760617591733379
95,0.97092855,0.0824826507261023,0.9972142577171326,0.014920600822494764
70,0.95178574,0.1301214774431927,0.8934285640716553,0.2535398129783571
96,0.9717857,0.07955762063475724,0.9959285855293274,0.020810913027596793
71,0.9555,0.12169499537774495,0.9957143068313599,0.032161014389778884
97,0.9739286,0.07573501443390601,0.9975714087486267,0.014938096201512962
72,0.9563571,0.11826329845296485,0.9925714135169983,0.0400114216309573
98,0.971,0.08369407087388182,0.9977856874465942,0.01313736886823816
73,0.9562857,0.11349712991182294,0.977142870426178,0.07751355885448201
99,0.97242856,0.08019914421565565,0.9979285597801208,0.011981493915763817
74,0.95514286,0.11816983719063656,0.9958571195602417,0.030382959650563344
75,0.95757145,0.11813302733562887,0.8296428322792053,0.42507378023324
76,0.959,0.11595854682462024,0.9698571562767029,0.0929607970922121
77,0.96007144,0.10947250784694085,0.9840714335441589,0.056682416724041104
78,0.96235716,0.10400283965787717,0.9969285726547241,0.02346165390033275
79,0.9620714,0.10244019755455,0.9695000052452087,0.0910949984166239
80,0.96342856,0.10352949303335378,0.9897142648696899,0.04349851153737733
81,0.9664286,0.09749144687104438,0.9516428709030151,0.1224203459185415
82,0.9678571,0.09207852858956903,0.9923571348190308,0.034713118310618615
83,0.9655714,0.09730944996819432,0.9937857389450073,0.030128225858589368
84,0.96814287,0.09408495442303164,0.9941428303718567,0.027214124356130406
85,0.96435714,0.09875705606570201,0.9963571429252625,0.022989253602389778
86,0.9652857,0.10002230580909444,0.9900714159011841,0.037507552982174924
87,0.9695714,0.08837779434025288,0.9738571643829346,0.0796699623396354
88,0.96685714,0.09417576495212103,0.9980000257492065,0.01687771647430158
89,0.9689286,0.0884502680837842,0.9929285645484924,0.027403336049057543
90,0.9689286,0.08766580206900836,0.9912857413291931,0.03421992302007441
91,0.9680714,0.0914876112726384,0.9229999780654907,0.19721866397745907
92,0.97335714,0.07753865612245031,0.8947857022285461,0.2513793864532241
93,0.97242856,0.07932082607311064,0.9967142939567566,0.01726622744636344
94,0.9735,0.08457123822825295,0.9973571300506592,0.014801536207619523
95,0.9722857,0.07944857370081757,0.994857132434845,0.022704578948340246
96,0.9705,0.07902650161346952,0.994785726070404,0.02320443543379328
97,0.9745,0.07339624382555485,0.984928548336029,0.056773456942190284
98,0.9729286,0.0812869482770163,0.9804285764694214,0.06231209439065839
99,0.97407144,0.07485387820098549,0.9946428537368774,0.02288414197428418
0,0.50185716,0.7190584922518048,0.5618571639060974,0.6794338972227913
1,0.5599286,0.6858227851731437,0.6259999871253967,0.647859792641231
2,0.60157144,0.6618840011528561,0.6575714349746704,0.620595182452883
3,0.6325,0.6365037351676396,0.6952857375144958,0.5892466029780251
4,0.65564287,0.6134067559242249,0.7204999923706055,0.5590307602541787
5,0.67464286,0.5916814820085253,0.7494285702705383,0.5312023703370775
6,0.69364285,0.5692831469603947,0.7550714015960693,0.511962413413184
7,0.7080714,0.5481480594021934,0.7897142767906189,0.47791564692769734
8,0.7267857,0.5282070451123374,0.8022142648696899,0.45321988897664206
9,0.7358571,0.509669127191816,0.8134999871253967,0.4360863464048931
10,0.7500714,0.4925569359064102,0.8118571639060974,0.4199420392172677
11,0.76278573,0.4706173914670944,0.8566428422927856,0.3853084589583533
12,0.76764286,0.460310571874891,0.8620714545249939,0.368580440061433
13,0.777,0.4450634419236864,0.7716428637504578,0.4448386962413788
14,0.7877143,0.4267545310599463,0.8514285683631897,0.3507361123050962
15,0.79728574,0.41574828791618346,0.8657143115997314,0.33632727103573934
16,0.80385715,0.4049684344955853,0.9090714454650879,0.30793458380017963
17,0.8105,0.39380504194327765,0.9068571329116821,0.28791717978034703
18,0.8158572,0.38319644736392156,0.8661428689956665,0.30715065572943007
19,0.8272143,0.36717902663775853,0.9220714569091797,0.2607069909232003
20,0.8235,0.368009919830731,0.9459285736083984,0.24134677089112144
21,0.829,0.35761887467758996,0.8437857031822205,0.314451327255794
22,0.8347143,0.3524645943556513,0.9085714221000671,0.2545495519723211
23,0.84735715,0.3352522585988045,0.9337142705917358,0.22208588225075176
24,0.848,0.33233538026469095,0.9471428394317627,0.20729430791735648
25,0.85164285,0.3237891713636262,0.9502857327461243,0.2026336372920445
26,0.8552143,0.3138411096930504,0.8833571672439575,0.2628776913583279
27,0.85714287,0.3159340582915715,0.9102857112884521,0.22606995391419957
28,0.86307144,0.306948984341962,0.9767143130302429,0.17160594534873963
29,0.86971426,0.29530433966006553,0.9657142758369446,0.16815644103288652
30,0.878,0.2844936254109655,0.9535714387893677,0.17553931923636368
31,0.879,0.280165006007467,0.9518571496009827,0.17090792288950513
32,0.8790714,0.27606413248181344,0.9283571243286133,0.18966546776465007
33,0.8822143,0.26817656267966544,0.9689285755157471,0.1399276911701475
34,0.8856429,0.2626158503102405,0.9705714583396912,0.13817785810785635
35,0.8888571,0.2584927731965269,0.9386428594589233,0.17021511754819324
36,0.88857144,0.25998282365288056,0.9366428852081299,0.17754768424374717
37,0.89585716,0.2504957195307527,0.9857142567634583,0.11353581501756396
38,0.89857143,0.24345221108198165,0.980571448802948,0.11579131001021181
39,0.90171427,0.23498701559220042,0.987928569316864,0.10314913737135274
40,0.89864284,0.24631377338085855,0.9123571515083313,0.1986695692475353
41,0.90164286,0.23660743808746337,0.9858571290969849,0.10229889332609517
42,0.9035,0.23599059279475892,0.9877856969833374,0.09380397957137653
43,0.9003571,0.23975761595794132,0.9837856888771057,0.10291641320075308
44,0.90885717,0.22617730555364063,0.9692857265472412,0.12116186767390796
45,0.91057146,0.21651245880978448,0.9117857217788696,0.1905980189634221
46,0.9117143,0.21503846957428116,0.975857138633728,0.10314741123893431
47,0.90828574,0.2179430277411427,0.9544285535812378,0.13911734584399632
48,0.9169286,0.20642887128676687,0.9882143139839172,0.07943424157266106
49,0.9145,0.21041775035538843,0.9826428294181824,0.0831342786614384
50,0.9187857,0.19989976190669195,0.9894999861717224,0.0809068292762552
51,0.92064285,0.19605973594209977,0.9670000076293945,0.10813722604619605
52,0.9232857,0.19498770213127137,0.9390000104904175,0.15076032650151422
53,0.92221427,0.1919394532037633,0.9899285435676575,0.06919283702863115
54,0.92407143,0.19464356502571276,0.9937857389450073,0.0623490983620286
55,0.92307144,0.19191130768986686,0.9789285659790039,0.08768836578726769
56,0.9327143,0.17512765137531927,0.9853571653366089,0.07483312983278717
57,0.93135715,0.17549320276188,0.9853571653366089,0.0730518663302064
58,0.9300714,0.18045421131114875,0.9647856950759888,0.10605786111631564
59,0.9332857,0.17170221911104663,0.9908571243286133,0.05969720123761466
60,0.9342857,0.1718466218944107,0.9892857074737549,0.058957813375230345
61,0.9307143,0.17781980752093451,0.9798571467399597,0.07655996998399496
62,0.9358571,0.16595789756519455,0.9909999966621399,0.05911260704802615
63,0.93635714,0.16162017399498393,0.9932857155799866,0.04818530206089573
64,0.93878573,0.15700209069890636,0.9770714044570923,0.07995315670275262
65,0.94264287,0.1527919172346592,0.9829999804496765,0.0682322740842189
66,0.9395,0.15666873360318798,0.9851428866386414,0.06670152945603643
67,0.9465714,0.1426223210612578,0.9739999771118164,0.08398697345597403
68,0.94264287,0.15204865063620465,0.9843571186065674,0.06753210708392518
69,0.94514287,0.14708867192055497,0.9929999709129333,0.04490439332835376
70,0.947,0.14673453099280595,0.9946428537368774,0.037926289791773475
71,0.94185716,0.1511106859743595,0.9886428713798523,0.052766609852335285
72,0.9442143,0.1420650592999799,0.9955000281333923,0.03415526502499623
73,0.9449286,0.13986584670056723,0.9940714240074158,0.039654031875277204
74,0.95035714,0.13548363943930183,0.9954285621643066,0.03428577702545694
75,0.9514286,0.1343196915603642,0.9911428689956665,0.044927804339411
76,0.95192856,0.1357361283440675,0.9844285845756531,0.06380623959510454
77,0.9515,0.1305775961016438,0.9944999814033508,0.03360731815520142
78,0.9538571,0.11973542026762983,0.9929999709129333,0.038828947797683734
79,0.95585716,0.12102102604135871,0.9894999861717224,0.04254249149640756
80,0.95185715,0.12826669607457838,0.9812856912612915,0.06229599379455405
81,0.95585716,0.11590423867651926,0.9965000152587891,0.027534578893067582
82,0.95535713,0.11967820681538432,0.9967142939567566,0.025574632078143103
83,0.95607144,0.11318455790488847,0.9840714335441589,0.05393280916661024
84,0.95692855,0.11760035420854442,0.9951428771018982,0.027848336294692543
85,0.9580714,0.11516433305852115,0.9924286007881165,0.03483092659991235
86,0.95928574,0.11139004465644912,0.9932857155799866,0.033726994311703104
87,0.9597143,0.10974558230755585,0.973642885684967,0.08018640208231019
88,0.963,0.10389220047875175,0.9957857131958008,0.024533067051720408
89,0.96235716,0.10245924331274416,0.996071457862854,0.024675692033288735
90,0.963,0.09968094902312649,0.9531428813934326,0.11922701145575515
91,0.96342856,0.10082664290050578,0.9918571710586548,0.03410869262274355
92,0.95835716,0.11535855338922037,0.9815000295639038,0.06613092991749624
93,0.9615,0.10788957246419574,0.9929999709129333,0.030247344652856036
94,0.964,0.0992394456645873,0.8916428685188293,0.26304140593084907
95,0.9647143,0.10056517910757767,0.996999979019165,0.018446501545408476
96,0.9697857,0.08754087365139276,0.9966428279876709,0.02095702449411952
97,0.9655714,0.09621044453539486,0.9968571662902832,0.019758319061914723
98,0.9622857,0.10639108489932758,0.9958571195602417,0.02329107518660437
99,0.9679286,0.09021403169099773,0.9764999747276306,0.07223299547910159
0,0.53907144,0.7070507716451372,0.6212857365608215,0.655079763003758
